Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	c1	1	internal://	InInterests	0	0	0	0
1	c1	1	internal://	OutInterests	0	0	0	0
1	c1	1	internal://	InData	0	0	0	0
1	c1	1	internal://	OutData	0	0	0	0
1	c1	1	internal://	InNacks	0	0	0	0
1	c1	1	internal://	OutNacks	0	0	0	0
1	c1	1	internal://	InSatisfiedInterests	0	0	0	0
1	c1	1	internal://	InTimedOutInterests	0	0	0	0
1	c1	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	c1	1	internal://	OutTimedOutInterests	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	OutInterests	80	2.03125	100	2.53906
1	c1	256	netdev://[00:00:00:00:00:01]	InData	80	82.7344	100	103.418
1	c1	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1	c1	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	80	0	100	0
1	c1	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1	c1	257	internal://	InInterests	0	0	0	0
1	c1	257	internal://	OutInterests	0	0	0	0
1	c1	257	internal://	InData	0	0	0	0
1	c1	257	internal://	OutData	0	0	0	0
1	c1	257	internal://	InNacks	0	0	0	0
1	c1	257	internal://	OutNacks	0	0	0	0
1	c1	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	c1	257	internal://	InTimedOutInterests	0	0	0	0
1	c1	257	internal://	OutSatisfiedInterests	0	0	0	0
1	c1	257	internal://	OutTimedOutInterests	0	0	0	0
1	c1	258	appFace://	InInterests	80	2.03125	100	2.53906
1	c1	258	appFace://	OutInterests	0	0	0	0
1	c1	258	appFace://	InData	0	0	0	0
1	c1	258	appFace://	OutData	80	82.7344	100	103.418
1	c1	258	appFace://	InNacks	0	0	0	0
1	c1	258	appFace://	OutNacks	0	0	0	0
1	c1	258	appFace://	InSatisfiedInterests	80	0	100	0
1	c1	258	appFace://	InTimedOutInterests	0	0	0	0
1	c1	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	c1	258	appFace://	OutTimedOutInterests	0	0	0	0
1	c1	-1	all	SatisfiedInterests	82.4	0	103	0
1	c1	-1	all	TimedOutInterests	0	0	0	0
1	c2	1	internal://	InInterests	0	0	0	0
1	c2	1	internal://	OutInterests	0	0	0	0
1	c2	1	internal://	InData	0	0	0	0
1	c2	1	internal://	OutData	0	0	0	0
1	c2	1	internal://	InNacks	0	0	0	0
1	c2	1	internal://	OutNacks	0	0	0	0
1	c2	1	internal://	InSatisfiedInterests	0	0	0	0
1	c2	1	internal://	InTimedOutInterests	0	0	0	0
1	c2	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	c2	1	internal://	OutTimedOutInterests	0	0	0	0
1	c2	256	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
1	c2	256	netdev://[00:00:00:00:00:03]	OutInterests	80	2.03125	100	2.53906
1	c2	256	netdev://[00:00:00:00:00:03]	InData	80	82.7344	100	103.418
1	c2	256	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1	c2	256	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
1	c2	256	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
1	c2	256	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
